AHCA Number (File Number),License Number,License Effective Date,License Expiration Date,Facility Type,Name,Street Address,Street Address Line 2,Street City,Street State,Street Zip,Street County,Phone,Mailing Address,Mailing Address Line 2,Mailing City,Mailing State,Mailing Zip,Mailing County,License Status,Owner,Owner Since,Admin/CEO,Licensed Beds,Profit Status,Web Address
95027,14590961,10/01/2018,12/29/2020,Nursing Home,BOYNTON BEACH REHABILITATION CENTER,9600 LAWRENCE RD,,BOYNTON BEACH,FL,33436-3300,Palm Beach,(561) 740-4100,101 SUNNYTOWN RD,STE 201,CASSELBERRY,FL,32707-3862,Seminole,LICENSED,SOVEREIGN HEALTHCARE OF BOYNTON BEACH LLC,10/01/2003,DAVID MILLER,168,For-Profit,www.boyntonbeachrehab.com
64107,15320961,01/01/2019,03/31/2021,Nursing Home,BRADEN RIVER REHABILITATION CENTER LLC,2010 MANATEE AVE E,,BRADENTON,FL,34208-1560,Manatee,(941) 747-3706,2010 MANATEE AVE E,,BRADENTON,FL,34208-1560,Manatee,LICENSED,BRADEN RIVER REHABILITATION CENTER LLC,01/01/2013,ALEXANDER  J KUSMIERZ,208,For-Profit,www.bradenriverrehab.com
35960946,130471011,02/01/2020,05/01/2022,Nursing Home,BRADENTON HEALTH CARE,6305 CORTEZ RD W,,BRADENTON,FL,34210-2604,Manatee,(941) 761-3499,6305 CORTEZ RD W,,BRADENTON,FL,34210-2604,Manatee,LICENSED,6305 CORTEZ ROAD WEST OPERATIONS LLC,02/01/2012,EDIER A LEON,105,For-Profit,www.consulatehealthcare.com
35960904,130470969,02/01/2020,05/01/2022,Nursing Home,BRANDON HEALTH AND REHABILITATION CENTER,1465 OAKFIELD DR,,BRANDON,FL,33511-4854,Hillsborough,(813) 655-0404,1465 OAKFIELD DR,,BRANDON,FL,33511-4854,Hillsborough,LICENSED,1465 OAKFIELD DRIVE OPERATIONS LLC,02/01/2012,NOREST MADZVIMBO,120,For-Profit,www.consulatehealthcare.com
65302,10600961,09/13/2019,10/29/2020,Nursing Home,BRANDYWYNE HEALTH CARE CENTER,1801 N LAKE MARIAM DR,,WINTER HAVEN,FL,33884,Polk,(863) 293-1989,1801 N LAKE MARIAM DR,,WINTER HAVEN,FL,33884,Polk,LICENSED,BRANDYWINE CONVALESCENT CENTER  INC.,08/01/2000,ELLISA DURRANT,120,For-Profit,
46401,10590961,05/01/2020,07/29/2022,Nursing Home,BRIDGEVIEW CENTER,350 S RIDGEWOOD AVENUE,,ORMOND BEACH,FL,32174,Volusia,(386) 677-4545,350 S RIDGEWOOD AVENUE,,ORMOND BEACH,FL,32174,Volusia,LICENSED,BRIDGEVIEW CENTER  LLC,05/01/2003,ERICA CONA,139,For-Profit,www.opismr.com
35961055,130471062,11/02/2019,01/30/2022,Nursing Home,BRIDGEWATER PARK HEALTH & REHABILITATION CENTER,9280 SOUTH WEST 81ST CT,,OCALA,FL,34481,Marion,(352) 509-5201,9280 SOUTH WEST 81ST CT,,OCALA,FL,34481,Marion,LICENSED,BRIDGEWATER PARK LLC,10/16/2014,JANICE LUCILLE MYERS,120,For-Profit,www.bridgewaterpk.com
35960943,130471006,03/27/2020,11/17/2021,Nursing Home,BRIGHTON GARDENS OF TAMPA,16702 NORTH DALE MABRY HWY,,TAMPA,FL,33618-1055,Hillsborough,(813) 908-2333,16702 NORTH DALE MABRY HWY,,TAMPA,FL,33618-1055,Hillsborough,LICENSED,HCP TAMPA FL OPCO  LLC,04/01/2019,TABBY LEA DIAZ,45,For-Profit,http://www.sunriseseniorliving.com/communities/brighton-gardens-of-tampa/overview.aspx
62916,10610962,06/02/2019,08/30/2021,Nursing Home,BRISTOL AT TAMPA REHABILITATION AND NURSING CENTER LLC  THE,1818 E FLETCHER AVE,,TAMPA,FL,33612-3770,Hillsborough,8139712383,1818 E FLETCHER AVE,,TAMPA,FL,33612-3770,Hillsborough,LICENSED,BRISTOL AT TAMPA REHABILITATION AND NURSING CENTER LLC  THE,06/02/2017,DENNIS DIGLORIA,266,For-Profit,
41631,1648096,02/01/2020,05/01/2022,Nursing Home,BROOKDALE ATRIUM WAY 2,9960 ATRIUM WAY,,JACKSONVILLE,FL,32225,Duval,(904) 724-4726,9960 ATRIUM WAY,,JACKSONVILLE,FL,32225,Duval,LICENSED,BLC ATRIUM JACKSONVILLE SNF  LLC,02/01/2006,KYLE WIERZBA,84,For-Profit,www.brookdale.com
35960954,130471010,12/01/2018,02/28/2021,Nursing Home,BROOKDALE PALMER RANCH SNF,5111 PALMER RANCH PARKWAY,,SARASOTA,FL,34238,Sarasota,(941) 926-1966,5111 PALMER RANCH PARKWAY,,SARASOTA,FL,34238,Sarasota,LICENSED,BREA PALMER RANCH  LLC,12/01/2006,MATTHEW HEALD,60,For-Profit,www.brookdale.com
32701,1063096,10/01/2018,12/29/2020,Nursing Home,BROOKSVILLE HEALTHCARE CENTER,1114 CHATMAN BLVD,,BROOKSVILLE,FL,34601,Hernando,(352) 796-6701,1114 CHATMAN BLVD,,BROOKSVILLE,FL,34601,Hernando,LICENSED,BROOKSVILLE HEALTH CARE CENTER LLC,10/01/2000,JENNIFER HENLEY,180,Not-For-Profit,BrooksvilleHealthcare.com
100603,10670962,06/01/2020,05/31/2022,Nursing Home,BROWARD NURSING & REHABILITATION CENTER,1330 S ANDREWS AVE,,FORT LAUDERDALE,FL,33316,Broward,(954) 524-5587,1330 S ANDREWS AVE,,FORT LAUDERDALE,FL,33316,Broward,LICENSED,BROWARD NURSING & REHABILITATION CENTER L.L.C.,06/01/2000,JOHN HYMANS,198,For-Profit,www.broward-rehab.com
23302,10680961,12/04/2018,03/03/2021,Nursing Home,BRYNWOOD HEALTH AND REHABILITATION CENTER,1656 SOUTH JEFFERSON STREET,,MONTICELLO,FL,32344,Jefferson,(850) 997-1800,1656 SOUTH JEFFERSON STREET,,MONTICELLO,FL,32344,Jefferson,LICENSED,NF BRYNWOOD  LLC,12/04/2008,RHOD FENELUS,97,For-Profit,
35961054,130471060,06/26/2019,09/23/2021,Nursing Home,BUFFALO CROSSING HEALTHCARE AND REHABILITATION CENTER,3875 WEDGEWOOD LANE,,THE VILLAGES,FL,32162,Sumter,(352) 674-4800,20001 GULF BLVD,STE 10,INDIAN SHORES,FL,33785-2417,Pinellas,LICENSED,RETIREMENT FOUR  LLC,06/26/2014,TODD P MARTIN,120,For-Profit,www.buffalocrossingsrehab.com
83614,1070096,10/01/2018,12/29/2020,Nursing Home,CALUSA HARBOUR,2525 FIRST ST,,FORT MYERS,FL,33901,Lee,(239) 332-3333,400 CENTRE ST,ATTN: LICENSING,NEWTON,MA,02458-2094,,LICENSED,SNH SE TENANT TRS  INC.,10/01/2012,JAY GROESSER,60,For-Profit,https://www.fivestarseniorliving.com/communities/fl/fort-myers/calusa-harbour
62935,1072096,11/01/2018,01/29/2021,Nursing Home,CANTERBURY TOWERS INC,3501 BAYSHORE BLVD,,TAMPA,FL,33629,Hillsborough,(813) 837-1083,3501 BAYSHORE BLVD,,TAMPA,FL,33629,Hillsborough,LICENSED,CANTERBURY TOWERS  INC.,11/01/1982,SUSAN P CONLEY,60,Not-For-Profit,www.canterburytower.org
55212,1085096,01/01/2020,03/31/2022,Nursing Home,CARE CENTER AT PINELLAS PARK  THE,8701 49TH ST N,,PINELLAS PARK,FL,33782,Pinellas,(727) 546-4661,8701 49TH ST N,,PINELLAS PARK,FL,33782,Pinellas,LICENSED,PINELLAS PARK FACILITY INC,01/01/2018,TIMOTHY JAMES SELLECK,120,For-Profit,www.thcarecenterpp.com
46402,1164095,05/01/2020,04/30/2022,Nursing Home,CARLTON SHORES HEALTH AND REHABILITATION CENTER,1350 S NOVA RD,,DAYTONA BEACH,FL,32114,Volusia,(386) 258-5544,1350 S NOVA RD,,DAYTONA BEACH,FL,32114,Volusia,LICENSED,CARLTON SHORES NH LLC,05/01/2010,JULIE DENISE MORRIS,118,For-Profit,www.greystonehealth.com
55230,10760961,04/30/2019,07/28/2021,Nursing Home,CARRINGTON PLACE OF ST PETE,10501 ROOSEVELT BLVD N,,SAINT PETERSBURG,FL,33716,Pinellas,(727) 577-3800,10501 ROOSEVELT BLVD N,,SAINT PETERSBURG,FL,33716,Pinellas,LICENSED,CPLACE OF ST. PETE LLC,06/01/2011,JOSEPH CHRISTOPHER RIGGS,120,For-Profit,http://stpete.carringtonplaces.com/
62920,1077095,07/01/2020,06/30/2022,Nursing Home,CARROLLWOOD CARE CENTER,15002 HUTCHINSON RD,,TAMPA,FL,33625,Hillsborough,(813) 960-1969,15002 HUTCHINSON RD,,TAMPA,FL,33625,Hillsborough,LICENSED,FI - CARROLLWOOD CARE  LLC,07/01/2003,SUSAN V STANTON,120,Not-For-Profit,carrollwoodcarecenter.com
64102,11660961,07/01/2020,06/30/2022,Nursing Home,CASA MORA REHABILITATION AND EXTENDED CARE,1902 59TH ST W,,BRADENTON,FL,34209,Manatee,(941) 761-1000,1902 59TH ST W,,BRADENTON,FL,34209,Manatee,LICENSED,FI CASA MORA LLC,07/01/2003,ASHLEY KORAH,240,Not-For-Profit,Casamorarehabilitationandextendedcare.com
41605,1079096,06/01/2020,05/31/2022,Nursing Home,CATHEDRAL GERONTOLOGY CENTER  INC,333 E ASHLEY ST,,JACKSONVILLE,FL,32202,Duval,(904) 798-5300,333 E ASHLEY ST,,JACKSONVILLE,FL,32202,Duval,LICENSED,CATHEDRAL GERONTOLOGY CENTER  INC.,05/31/2000,SHARON GAIL BROWN,120,Not-For-Profit,cathedralcarejax.com
62924,1088096,02/01/2020,05/01/2022,Nursing Home,CENTRAL PARK HEALTHCARE AND REHABILITATION CENTER,702 S KINGS AVE,,BRANDON,FL,33511-5925,Hillsborough,(813) 651-1818,702 S KINGS AVE,,BRANDON,FL,33511-5925,Hillsborough,LICENSED,702 SOUTH KINGS AVENUE OPERATIONS LLC,02/01/2012,ELIZABETH DONFILA,120,For-Profit,www.consulatehealthcare.com
23705,10810962,12/01/2019,02/28/2022,Nursing Home,CENTRE POINTE HEALTH AND REHAB CENTER,2255 CENTERVILLE ROAD,,TALLAHASSEE,FL,32308,Leon,(850) 386-4054,2255 CENTERVILLE ROAD,,TALLAHASSEE,FL,32308,Leon,LICENSED,CENTRE POINTE HRC  LLC,12/01/2003,MIRIAM GAZDA,140,For-Profit,www.centrepointerehab.com
11712,16230961,03/09/2020,03/08/2022,Nursing Home,CENTURY CENTER FOR REHABILITATION AND HEALING,6020 INDUSTRIAL BLVD,,CENTURY,FL,32535,Escambia,(850) 256-1540,6020 INDUSTRIAL BLVD,,CENTURY,FL,32535,Escambia,LICENSED,CENTURY SNF OPERATIONS LLC,03/09/2020,SCOTT D BERUBE,88,For-Profit,www.centuryhrc.com
81108,1357096,10/01/2018,12/29/2020,Nursing Home,CHATEAU AT MOORINGS PARK  THE,130 MOORINGS PARK DRIVE,,NAPLES,FL,34105,Collier,(239) 430-6319,130 MOORINGS PARK DRIVE,,NAPLES,FL,34105,Collier,LICENSED,THE MOORINGS  INCORPORATED,11/16/1996,DIANA LYNNE BAILEY,106,Not-For-Profit,www.mooringspark.org
35961085,130471078,05/08/2020,05/07/2022,Nursing Home,CHATHAM GLEN HEALTHCARE AND REHABILITATION CENTER,16605 SE 74TH SOULLIERE AVENUE,,THE VILLAGES,FL,32162,Marion,(210) 338-5220,16605 SE 74TH SOULLIERE AVENUE,,THE VILLAGES,FL,32162,Marion,LICENSED,RETIREMENT FIVE LLC,03/29/2018,DANIEL CONNORS,120,For-Profit,www.villagesrehab.com
35960938,130471003,05/01/2019,07/29/2021,Nursing Home,CHATSWORTH AT PGA NATIONAL  LLC,347 HIATT DRIVE,,PALM BEACH GARDENS,FL,33418,Palm Beach,(561) 227-3200,347 HIATT DRIVE,,PALM BEACH GARDENS,FL,33418,Palm Beach,LICENSED,CHATSWORTH AT PGA NATIONAL  LLC,05/01/2007,LISA R IZQUIERDO,76,For-Profit,www.chatsworthpga.com
16601,1583096,11/01/2019,01/29/2022,Nursing Home,CHAUTAUQUA REHABILITATION AND NURSING CENTER,785 S 2ND STREET,,DEFUNIAK SPRINGS,FL,32433,Walton,(850) 892-2176,785 S 2ND STREET,,DEFUNIAK SPRINGS,FL,32435,Walton,LICENSED,LP DEFUNIAK SPRINGS  LLC,11/01/2007,ANGUS CAMPBELL-WORK,180,For-Profit,http://chautauquarehab.com/
100633,130470997,09/29/2020,09/28/2022,Nursing Home,CHILDREN'S COMPREHENSIVE CARE CENTER  INC.,200 SE 19TH AVENUE,,POMPANO BEACH,FL,33060,Broward,(954) 943-7638,200 SE 19TH AVENUE,,POMPANO BEACH,FL,33060,Broward,LICENSED,CHILDREN'S COMPREHENSIVE CARE CENTER  INC.,07/01/2005,RICHARD MARKHOFF,36,Not-For-Profit,www.bcckids.org
23203,13730962,12/04/2018,03/03/2021,Nursing Home,CHIPOLA HEALTH AND REHABILITATION CENTER,4294 3RD AVENUE,,MARIANNA,FL,32446,Jackson,(850) 526-3191,4294 3RD AVENUE,,MARIANNA,FL,32446,Jackson,LICENSED,NF CHIPOLA  LLC,12/04/2008,RENEE HAMILTON,60,For-Profit,
55235,1358095,01/01/2020,03/31/2022,Nursing Home,MORTON PLANT REHABILITATION CENTER,400 CORBETT ST,,BELLEAIR,FL,33756,Pinellas,(727) 462-7609,400 CORBETT ST,,BELLEAIR,FL,33756,Pinellas,LICENSED,MORTON PLANT HOSPITAL ASSOCIATION INC,01/01/1994,KAREN E NORTHOVER,126,Not-For-Profit,www.mpmhealth.com
45506,14600961,10/01/2019,12/29/2021,Nursing Home,MOULTRIE CREEK NURSING AND REHAB CENTER,200 MARINER HEALTH WAY,,SAINT AUGUSTINE,FL,32086,St. Johns,(904) 797-1800,200 MARINER HEALTH WAY,,SAINT AUGUSTINE,FL,32086,St. Johns,LICENSED,SOVEREIGN HEALTHCARE OF ST AUGUSTINE  LLC,10/01/2003,JASON DAVIS,120,For-Profit,moultriecreekrehab.com
111317,1225096,07/19/2019,12/18/2020,Nursing Home,NORTH BEACH REHABILITATION CENTER,2201 NE 170TH STREET,,NORTH MIAMI BEACH,FL,33160,Miami-Dade,3059451401,2201 NE  170TH STREET,,NORTH MIAMI BEACH,FL,33160,Miami-Dade,LICENSED,HERITAGE NH  L.L.C.,09/20/2000,KORTNIE HARRIS,99,For-Profit,www.greystonehealth.com
33508,12990961,02/01/2020,05/01/2022,Nursing Home,NORTH CAMPUS REHABILITATION AND NURSING CENTER,700 N PALMETTO ST,,LEESBURG,FL,34748,Lake,(352) 323-2400,700 N PALMETTO ST,,LEESBURG,FL,34748,Lake,LICENSED,NCRNC INC,02/01/2014,COREY MAURICE HAMIL,90,Not-For-Profit,www.northcampusrehab.com
111324,1334096,10/14/2019,01/11/2022,Nursing Home,NORTH DADE NURSING AND REHABILITATION CENTER,1255 NE 135TH STREET,,NORTH MIAMI,FL,33161,Miami-Dade,(305) 891-6850,1255 NE 135TH STREET,,NORTH MIAMI,FL,33161,Miami-Dade,LICENSED,NORTH DADE SNF OPERATING COMPANY  LLC,10/14/2019,MAURICIO ABELLO,245,For-Profit,
30103,13690962,02/01/2020,05/01/2022,Nursing Home,NORTH FLORIDA REHABILITATION AND SPECIALTY CARE,6700 NW 10TH PLACE,,GAINESVILLE,FL,32605,Alachua,(352) 331-3111,6700 NW 10TH PLACE,,GAINESVILLE,FL,32605,Alachua,LICENSED,6700 NW 10TH PLACE OPERATIONS LLC,02/01/2012,GEORGE C. HAMILTON,120,For-Profit,www.consulatehealthcare.com
95011,14720952,07/30/2019,09/28/2021,Nursing Home,NORTH LAKE CARE CENTER,750 BAYBERRY DRIVE,,LAKE PARK,FL,33403,Palm Beach,(561) 881-3204,750 BAYBERRY DRIVE,,LAKE PARK,FL,33403,Palm Beach,LICENSED,NORTH LAKE FACILITY INC,07/01/2015,STEVEN LANDA,85,For-Profit,http://www.northlakecarecenter.com
85810,1455095,08/01/2019,10/29/2021,Nursing Home,NORTH PORT REHABILITATION AND NURSING CENTER,6940 OUTREACH WAY,,NORTH PORT,FL,34287-0947,Sarasota,(904) 261-0771,6940 OUTREACH WAY,,NORTH PORT,FL,34287-8411,Sarasota,LICENSED,NORTH PORT REHAB  LLC,08/01/2019,LORI S OLSEN-KING,120,For-Profit,www.qualityhealthcarecenter.net
55236,1370096,09/20/2019,12/18/2021,Nursing Home,NORTH REHABILITATION CENTER,1301 16TH ST N,,SAINT PETERSBURG,FL,33705,Pinellas,7278985119,4042 PARK OAKS BLVD,STE 300,TAMPA,FL,33610-9539,Hillsborough,LICENSED,NORTH REHAB NH  L.L.C.,09/20/2000,JAMES PHILLIP FORRISTAL,45,For-Profit,www.greystonehealth.com
32704,1213096,03/09/2020,03/08/2022,Nursing Home,NORTHBROOK CENTER FOR REHABILITATION AND HEALING,575 LAMAR AVE,,BROOKSVILLE,FL,34601,Hernando,(352) 799-2226,575 LAMAR AVE,,BROOKSVILLE,FL,34601,Hernando,LICENSED,BROOKSVILLE SNF OPERATIONS LLC,03/09/2020,DANIEL CRUMB,120,For-Profit,www.northbrookhrc.com
62923,1315096,09/19/2018,12/17/2020,Nursing Home,NORTHDALE REHABILITATION CENTER,3030 BEARSS AVE,,TAMPA,FL,33618,Hillsborough,(813) 968-8777,3030 BEARSS AVE,,TAMPA,FL,33618,Hillsborough,LICENSED,CARROLLWOOD REHABILITATION CENTER  LLC,09/19/2018,ALEXANDRA QUAY,120,For-Profit,www.carrollwoodrehab.com
111347,1205096,10/01/2019,12/17/2020,Nursing Home,NSPIRE HEALTHCARE KENDALL,9400 SW 137TH AVENUE,,KENDALL,FL,33186,Miami-Dade,(305) 385-8290,9400 SW 137TH AVENUE,,MIAMI,FL,33186,Miami-Dade,LICENSED,9400 SW 137TH AVENUE OPERATIONS  LLC,09/19/2018,LAZARO A LAZO,120,For-Profit,www.nspirehealthcare.com
100627,1209096,10/01/2019,12/17/2020,Nursing Home,NSPIRE HEALTHCARE LAUDERHILL,2599 NW 55TH AVE,,LAUDERHILL,FL,33313,Broward,(954) 485-8873,2599 NW 55TH AVE,,LAUDERHILL,FL,33313,Broward,LICENSED,2599 NW 55th AVENUE OPERATIONS  LLC,09/19/2018,EDWIN D ORTIZ,109,For-Profit,www.nspirehealthcare.com
111349,1208096,04/01/2020,12/17/2020,Nursing Home,NSPIRE HEALTHCARE MIAMI LAKES,5725 NW 186 STREET,,HIALEAH,FL,33015,Miami-Dade,(305) 625-9857,5725 NW 186 STREET,,HIALEAH,FL,33015,Miami-Dade,LICENSED,5725 NW 186TH STREET OPERATIONS  LLC,09/19/2018,ALEXIS I MORFA,120,For-Profit,www.nspirehealthcare.com
100612,1317096,04/01/2019,12/17/2020,Nursing Home,NSPIRE HEALTHCARE PLANTATION,6931 W SUNRISE BLVD,,PLANTATION,FL,33313,Broward,(954) 583-6200,6931 W SUNRISE BLVD,,PLANTATION,FL,33313,Broward,LICENSED,6931 W SUNRISE BOULEVARD OPERATIONS  LLC,09/19/2018,RITA D HOLLINGSWORTH,120,For-Profit,www.nspirehealthcare.com
100626,12150962,04/01/2019,12/17/2020,Nursing Home,NSPIRE HEALTHCARE TAMARAC,5901 NW 79TH AVENUE,,TAMARAC,FL,33321,Broward,(954) 722-7001,5901 NW 79TH AVENUE,,TAMARAC,FL,33321,Broward,LICENSED,5901 NW 79TH AVENUE OPERATIONS  LLC,09/19/2018,SOPHIA FYFFE,151,For-Profit,www.nspirehealthcare.com
35961005,130471034,08/01/2019,10/29/2021,Nursing Home,NURSING CENTER AT LA POSADA,3600 MASTERPIECE WAY,,PALM BEACH GARDENS,FL,33410,Palm Beach,(561) 514-5000,5790 FLEET ST STE 300,,CARLSBAD,CA,92008-4703,,LICENSED,KC PBG HEALTH CENTER LLC,08/01/2013,KENNETH HEIDRICH,40,For-Profit,KISCOSENIORLIVING.COM
111355,1627096,10/23/2019,01/20/2022,Nursing Home,NURSING CENTER AT MERCY  THE,3671 S MIAMI AVENUE,,MIAMI,FL,33133,Miami-Dade,(305) 854-1110,3671 S MIAMI AVENUE,,MIAMI,FL,33133,Miami-Dade,INACTIVE,MERCY CENTER OPCO  LLC,10/23/2019,SOPHIA FYFFE,120,For-Profit,
62934,15690961,04/24/2015,10/15/2015,Nursing Home,NURSING CENTER AT UNIVERSITY VILLAGE  THE,12250 N 22ND ST,,TAMPA,FL,33612-4955,Hillsborough,(813) 972-8001,12250 N 22ND ST,,TAMPA,FL,33612-4955,Hillsborough,IN LITIGATION,TR & SNF  INC.,10/16/2002,MARC GERALD FLORES,120,Not-For-Profit,
35961003,130471032,09/14/2019,12/12/2021,Nursing Home,OAK HAMMOCK AT THE UNIVERSITY OF FLORIDA INC,5100 SW 25TH BLVD,,GAINESVILLE,FL,32608-3984,Alachua,(352) 548-1135,5100 SW 25TH BLVD,,GAINESVILLE,FL,32608-3984,Alachua,LICENSED,OAK HAMMOCK AT THE UNIV. OF FL. INC,09/14/2004,MARIE OKRONLEY,73,Not-For-Profit,www.oakhammock.org
65303,10860951,06/27/2018,09/24/2020,Nursing Home,OAK HAVEN REHAB AND NURSING CENTER,919 OLD WINTER HAVEN RD,,AUBURNDALE,FL,33823-4329,Polk,(863) 967-4125,919 OLD WINTER HAVEN RD,,AUBURNDALE,FL,33823-4329,Polk,LICENSED,AUBURNDALE OAKS CARE ACQUISITION  LLC,06/27/2018,MICHAEL BRADLEY,120,For-Profit,
55237,1376096,09/01/2019,11/29/2021,Nursing Home,OAK MANOR HEALTHCARE & REHABILITATION CENTER,3500 OAK MANOR LANE,,LARGO,FL,33774,Pinellas,(727) 581-9427,3500 OAK MANOR LANE,,LARGO,FL,33774,Pinellas,LICENSED,LARGO INVESTMENTS & ASSOCIATES LLC,09/01/2002,KATRINA DAVIS,180,For-Profit,www.oakmanorliving.com
41002,1237096,09/01/2018,11/29/2020,Nursing Home,OAK VIEW REHABILITATION CENTER,833 KINGSLEY AVE,,ORANGE PARK,FL,32073,Clay,(904) 269-2610,833 KINGSLEY AVE,,ORANGE PARK,FL,32073,Clay,LICENSED,ORANGE PARK MGT LLC,09/01/2014,JAMES DAVID PRATER,120,For-Profit,
65318,13770961,02/01/2018,01/31/2022,Nursing Home,OAKBRIDGE HEALTHCARE CENTER,3110 OAKBRIDGE BLVD E,,LAKELAND,FL,33803-5987,Polk,(863) 648-4800,3110 OAKBRIDGE BLVD E,,LAKELAND,FL,33803-5987,Polk,LICENSED,3110 OAKBRIDGE BOULEVARD OPERATIONS LLC,02/01/2012,TERRI D WILLIAMS,120,For-Profit,www.consulatehealthcare.com
82602,1333096,12/04/2018,03/03/2021,Nursing Home,OAKBROOK HEALTH AND REHABILITATION CENTER,250 BROWARD AVE,,LABELLE,FL,33935,Hendry,(863) 675-1440,250 BROWARD AVE,,LABELLE,FL,33935,Hendry,LICENSED,SF OAKBROOK  LLC,12/04/2008,JESSICA SAUER,93,For-Profit,
34202,13780951,05/08/2020,12/29/2021,Nursing Home,OAKHURST CENTER,1501 SE 24TH RD,,OCALA,FL,34471-6005,Marion,(352) 629-8900,1501 SE 24TH RD,,OCALA,FL,34471-6005,Marion,CONDITIONAL,1501 SE 24TH ROAD  LLC,09/30/2009,ROSEMENE SINCERE,180,For-Profit,www.genesishcc.com
62804,1557096,07/01/2019,09/28/2021,Nursing Home,OAKS AT AVON,1010 US 27 N,,AVON PARK,FL,33825,Highlands,(863) 453-5200,1010 US 27 N,,AVON PARK,FL,33825,Highlands,LICENSED,FI THE OAKS  LLC,07/01/2003,JAMES SPADOLA,104,Not-For-Profit,oaksatavon.com
55287,1374096,01/17/2020,04/16/2022,Nursing Home,OAKS OF CLEARWATER  THE,420 BAY AVE,,CLEARWATER,FL,33756,Pinellas,(727) 445-4700,420 BAY AVE,,CLEARWATER,FL,33756,Pinellas,LICENSED,OAKS ON THE BAY LLC  THE,01/17/2014,ALVIN BULLARD,60,For-Profit,www.theoaksofclearwater.com
74903,13790951,12/04/2018,03/03/2021,Nursing Home,OAKS OF KISSIMMEE HEALTH AND REHABILITATION CENTER,320 N MITCHELL ST,,KISSIMMEE,FL,34741,Osceola,(407) 847-7200,320 N MITCHELL ST,,KISSIMMEE,FL,34741,Osceola,LICENSED,SF KISSIMMEE  LLC,12/04/2008,SIMON MARQUEZ,59,For-Profit,
46405,1122096,02/01/2020,05/01/2022,Nursing Home,OAKTREE HEALTHCARE,650 REED CANAL RD,,SOUTH DAYTONA,FL,32119-3230,Volusia,(386) 767-4831,650 REED CANAL RD,,SOUTH DAYTONA,FL,32119-3230,Volusia,LICENSED,650 REED CANAL ROAD OPERATIONS LLC,02/01/2012,ELISE N HECHINGER-JOHNSON,65,For-Profit,www.consulatehealthcare.com
95035,13010961,09/01/2019,11/29/2021,Nursing Home,OASIS HEALTH AND REHABILITATION CENTER,1201 12TH AVENUE SOUTH,,LAKE WORTH,FL,33460,Palm Beach,(561) 586-7404,1201 12TH AVENUE SOUTH,,LAKE WORTH,FL,33460,Palm Beach,LICENSED,LAKE WORTH ENTERPRISE  LLC,09/01/2003,PAMELA L FUESS,120,For-Profit,oasisrehabcare.net
34203,13850961,07/01/2019,09/28/2021,Nursing Home,OCALA HEALTH AND REHABILITATION CENTER,1201 SE 24TH RD,,OCALA,FL,34471,Marion,(352) 732-2449,1201 SE 24TH RD,,OCALA,FL,34471,Marion,LICENSED,NORTHPORT HEALTH SERVICES OF FLORIDA  LLC,07/01/1999,TYLER PRICE,180,For-Profit,www.ocalahealthandrehab.com
34208,13230961,06/01/2020,05/31/2022,Nursing Home,OCALA OAKS REHABILITATION CENTER,3930 E SILVER SPRINGS BLVD,,OCALA,FL,34470-5006,Marion,(352) 236-2626,3930 E SILVER SPRINGS BLVD,,OCALA,FL,34470-5006,Marion,LICENSED,MARION HOUSE REHABILITATION CENTER LLC,06/01/2012,ASHLEY CUMMINGS,120,For-Profit,www.ocalaoaksrehab.com
46412,13860961,10/25/2019,08/29/2021,Nursing Home,OCEAN VIEW NURSING & REHABILITATION CENTER  LLC,2810 SOUTH ATLANTIC AVENUE,,NEW SMYRNA BEACH,FL,32169,Volusia,(386) 428-6424,2810 SOUTH ATLANTIC AVENUE,,NEW SMYRNA BEACH,FL,32169,Volusia,LICENSED,OCEAN VIEW NURSING & REHABILITATION CENTER LLC,06/01/2000,JOSEPH L HAGER,239,For-Profit,www.oceanviewrehab.com
74820,13870961,03/01/2020,05/29/2022,Nursing Home,OCOEE HEALTH CARE CENTER,1556 MAGUIRE RD,,OCOEE,FL,34761,Orange,(407) 877-2272,1556 MAGUIRE RD,,OCOEE,FL,34761,Orange,LICENSED,OCOEE HEALTH FACILITIES LP,03/01/2014,MARIE P KAMARA,120,For-Profit,www.ocoeehealthcare.com
94701,1388096,04/01/2019,06/29/2021,Nursing Home,OKEECHOBEE HEALTH CARE FACILITY,1646 US HIGHWAY 441 N,,OKEECHOBEE,FL,34972,Okeechobee,(863) 763-2226,BOX 759,,OKEECHOBEE,FL,34973,Okeechobee,LICENSED,OKEECHOBEE HEALTHCARE FACILITY  LLC,04/01/2009,WAYNE STANLEY ALLEN,180,For-Profit,okeechobeehealthcare.com
35961064,130471063,12/28/2019,03/27/2022,Nursing Home,OLIVE BRANCH HEALTH AND REHABILITATION CENTER,8325 UNIVERSITY PARKWAY,,PENSACOLA,FL,32514,Escambia,(850) 898-8000,8325 UNIVERSITY PARKWAY,,PENSACOLA,FL,32514,Escambia,LICENSED,NF ESCAMBIA  LLC,12/28/2017,JOSEPH CLEMENT BALLAY V,90,For-Profit,
